"Processed MLD data kindly provided to me by staff at BIOS: Dominic Smith, Rodney Johnson, Nicholas Bates.",,,,,,,,,,
,,,,,,,,,,
Cast ID,Decimal Year,Cast Latitude,Cast Longitude,MLD (T alg.),MLD (S alg),MLD (rho alg),MLD (T threshold),MLD (rho threshold),Column10,Column11
10003001,1988.959732,31.718,64.218,96,96,95.5,97,95.5,30,20
10004002,1989.070025,31.656,64.224,108,112,108,112,112,106,40
10004003,1989.072137,31.69,64.251,105,110,105,110,110,107,21
10005001,1989.130795,31.651,64.208,11,18,11,28.5,18,11,11
10006001,1989.22637,31.659,64.188,11,10.5,10.5,11.5,10.5,11,11
10007007,1989.289688,31.602,64.224,48,18.5,18.5,24,18.5,12,12
10014005,1989.90703,31.617,64.117,88,88,88,88,88,88,88
10028002,1991.039755,31.733,64.135,12,117,12,120,117,12,12
10031001,1991.287024,31.74,64.153,11,18.5,11,47.5,18.5,11,11
10036002,1991.694777,31.733,64.141,36.5,19,38,36.5,19,18,12
10037003,1991.767922,31.732,64.135,20,14,12,20,14,14,12
10037004,1991.768322,31.718,64.143,24.5,14,14,24.5,15,12,12
50003001,1992.034884,31.747,64.167,40,42,42,109,42,40,16
10042001,1992.185613,31.737,64.162,12,14,12,19.5,14,12,12
10042006,1992.188685,31.691,64.078,16,34.5,16,51,34.5,16,16
10045001,1992.456659,31.736,64.161,20,12,14,16,14,16,12
10046001,1992.530927,31.744,64.16,19.5,15.5,21,19.5,15.5,11,11
10048001,1992.703461,31.712,64.176,16,13.5,12,16,13.5,12,12
10048002,1992.704814,31.596,64.179,16,14.5,14,16,14.5,14,14
10050002,1992.856792,31.732,64.167,61.5,49.5,66,61.5,49.5,46,14
10059001,1993.626737,31.734,64.111,30,29,31,30,29,11,11
10060001,1993.700342,31.737,64.173,29,29,14.5,29,14.5,11,11
10060002,1993.70234,31.742,64.146,30,30,28.5,30,28.5,26,26
10060004,1993.703193,31.734,64.139,28,27,27,28,27,27,17
10061001,1993.777102,31.72,64.178,32,32,31,32.5,31,30,16
10061004,1993.780025,31.636,64.188,21.5,10,11,21.5,10,11,11
10062001,1993.853817,31.731,64.167,54,19.5,19.5,54,19.5,15,11
10063001,1993.93058,31.742,64.178,57,57,57,57.5,57,57,45
10064001,1994.031048,31.712,64.192,123,123,125,124,123,123,11
10064002,1994.031115,31.709,64.195,121,489,121,121.5,121,119,97
10064004,1994.031642,31.659,64.246,121,487,121,121,121,33,119
20065001,1994.15985,31.742,64.182,91,93,91,105.5,93,91,87
20065002,1994.160236,31.726,64.22,78,78,78,101.5,78,78,72
10066002,1994.199214,31.743,64.175,13,98.5,11,305.5,98.5,13,11
10069003,1994.448596,31.717,64.125,12.5,12,12,12.5,12,12,12
10070002,1994.544496,31.669,64.173,12,11,12,12,11,12,12
10070003,1994.545961,31.668,64.175,13.5,13,15,13.5,13,11,11
10070004,1994.546638,31.674,64.187,15,14,12,15,12,12,12
10070005,1994.547099,31.681,64.215,12,10,10,12,11,12,12
10070006,1994.547156,31.682,64.219,10.5,10,12,10.5,10,12,12
10071002,1994.621221,31.678,64.177,14,11.5,11,14,11.5,11,11
10071003,1994.62269,31.672,64.167,18.5,17.5,18,18.5,17.5,18,18
10071004,1994.623293,31.683,64.184,18.5,18,21,18.5,18,13,11
10071005,1994.623843,31.686,64.203,19,11.5,22,19,11.5,12,12
10071006,1994.623891,31.689,64.203,15,10.5,11,15,10.5,11,11
10072001,1994.716924,31.604,64.162,34,32,34,34,32,12,12
10072002,1994.717266,31.675,64.167,35,37,35,35.5,35,25,23
10072003,1994.718623,31.661,64.184,39,39,37.5,39,37.5,39,39
10072004,1994.71926,31.677,64.217,45,45,43.5,45,43.5,43,43
10072005,1994.719711,31.696,64.224,38,38,38,38,38,12,12
10072006,1994.719758,31.698,64.227,34,26.5,35,34,26.5,11,11
10073003,1994.798229,31.654,64.154,62,484,62,62.5,62,60,50
10073004,1994.79859,31.625,64.137,52,51,52,52,51,52,16
10073005,1994.799157,31.603,64.132,52,51,50,52,50,15,13
10073006,1994.799212,31.602,64.133,51.5,48.5,53,51.5,48.5,17,11
10074002,1994.869907,31.593,64.168,78,454,78,78.5,78,78,22
10074003,1994.870146,31.668,64.167,75,74.5,77,75.5,74.5,75,15
10074004,1994.872061,31.691,64.172,68,68,68,68.5,68,68,68
10074005,1994.872635,31.693,64.165,82,81,82,82.5,81,80,80
10074006,1994.873069,31.703,64.161,74,74,74,74,74,74,60
10074007,1994.873116,31.704,64.164,67,67,67,67.5,67,67,65
10074008,1994.879108,31.622,64.196,77,79,77,77.5,77,79,15
10075003,1994.936225,31.673,64.163,59,56,45,59,56,47,45
10075004,1994.937844,31.695,64.198,73,68,68,71,68,37,27
10075005,1994.938455,31.683,64.226,78,75.5,75.5,77.5,75.5,74,14
10075006,1994.93887,31.701,64.247,83,81,81,82.5,81,75,57
10075007,1994.938908,31.7,64.254,80,77,77,79,77,66,32
10076002,1995.026115,31.656,64.163,120,120,120,120.5,120,120,114
10076003,1995.028316,31.668,64.168,112,110,110,111.5,110,108,106
10076004,1995.028371,31.668,64.168,109,109.5,109,111,109.5,107,31
10076005,1995.028838,31.671,64.161,106,107,106,108,107,106,106
20076001,1995.085772,31.662,64.185,182,185.5,182,187.5,185.5,156,156
20076002,1995.086315,31.664,64.15,179,159.5,159.5,175,159.5,155,153
20076003,1995.086748,31.61,64.145,190,178,178,192,178,158,18
20076004,1995.086798,31.607,64.147,192,180.5,180.5,193,180.5,172,20
10077001,1995.119543,31.599,64.177,218,224,218,225.5,224,122,120
10077002,1995.119882,31.67,64.169,204,205,204,206,205,204,196
10077003,1995.12136,31.666,64.166,208,209.5,208,212.5,209.5,206,74
10077004,1995.121946,31.678,64.191,216,215.5,215.5,218,215.5,204,204
10077005,1995.12231,31.671,64.18,205,206.5,205,210,206.5,187,185
10077006,1995.122363,31.671,64.178,202,201.5,200,206,201.5,194,18
20077001,1995.162468,31.661,64.161,158,201.5,44,214.5,201.5,158,154
20077002,1995.16308,31.632,64.201,188,156.5,156.5,188,156.5,12,12
20077003,1995.163506,31.629,64.222,11,28.5,11,160.5,28.5,11,11
20077004,1995.163556,31.63,64.225,153.5,21,21,153.5,21,11,11
10078001,1995.2023,31.666,64.166,240,241,241,245,241,240,22
10078002,1995.203545,31.661,64.167,37,251,37,256,251,225,37
10078003,1995.204182,31.607,64.174,227,249.5,231,251,249.5,245,21
20078001,1995.239728,31.643,64.191,198,214.5,214.5,219,214.5,198,22
50013002,1995.239728,31.643,64.191,198,214.5,214.5,219,214.5,198,22
20078002,1995.240175,31.639,64.188,29,217.5,11,222.5,217.5,29,11
50013003,1995.240175,31.639,64.188,29,217.5,11,222.5,217.5,29,11
20078003,1995.240226,31.638,64.19,200,211,202,215.5,211,202,46
50013004,1995.240226,31.638,64.19,200,211,202,215.5,211,202,46
10079002,1995.272664,31.666,64.177,46,51.5,51.5,54.5,51.5,46,28
10079003,1995.274814,31.664,64.159,76,80,76,83.5,86,78,78
10079004,1995.275337,31.696,64.178,66,68,64,72,72.5,26,14
10079005,1995.275719,31.715,64.168,72,28,28,51,28,16,12
10079006,1995.275776,31.719,64.169,61,26,26,47,26,15,13
20079001,1995.319269,31.719,64.203,38,37.5,37.5,38.5,37.5,14,12
20079002,1995.319697,31.746,64.194,48,29.5,29.5,38,29.5,12,12
10080001,1995.35484,31.589,64.171,74,73,73,74.5,73,16,12
10080002,1995.35515,31.666,64.167,92,87,87,91,87,16,16
10080003,1995.356962,31.653,64.176,86,92,86,94,92,54,54
10080004,1995.35761,31.66,64.169,9,14.5,9,77,14.5,11,11
10080005,1995.357978,31.654,64.203,12,13.5,12,34,13.5,12,12
10080006,1995.358029,31.653,64.202,109,90.5,90.5,94.5,90.5,17,17
10081001,1995.445713,31.604,64.157,9,9,9,9.5,9,11,11
10081002,1995.446041,31.669,64.165,9,13,9,9.5,9,11,11
10081003,1995.447363,31.686,64.159,10,9.5,11,10,9.5,11,11
10082002,1995.52407,31.649,64.169,9.5,9,11,9.5,9,11,11
10082003,1995.524779,31.684,64.24,11,10.5,11,11,10.5,11,11
10082004,1995.525183,31.71,64.227,9.5,9,11,9.5,9,11,11
10082005,1995.525244,31.716,64.226,10,10,10,10,10,12,12
10082006,1995.525921,31.665,64.165,10,9,11,10,9,11,11
50014004,1995.567671,31.666,64.169,12,11.5,13,12,11.5,11,11
10083002,1995.628916,31.672,64.171,18,14,14,18,14,12,12
10083003,1995.630949,31.645,64.221,19,20.5,20.5,21.5,20.5,19,17
10083005,1995.639911,31.668,64.162,35,14.5,39,35,14.5,11,11
10083006,1995.639964,31.668,64.152,33,28.5,38,33,28.5,12,12
10084002,1995.697713,31.666,64.167,15,11,11,15,11,11,11
10084003,1995.699433,31.647,64.194,15,13,11,15,13,11,11
10084004,1995.700011,31.64,64.237,11,14,11,15.5,14,11,11
10084005,1995.700559,31.637,64.247,11,11.5,11,16,11.5,11,11
10084006,1995.700613,31.639,64.243,22.5,12.5,12.5,22.5,12.5,12,12
10085002,1995.773914,31.669,64.167,27,18,36,27,18,12,12
10085003,1995.774252,31.7,64.183,17,11,11,17,11,11,11
10085004,1995.774585,31.664,64.167,30.5,16,35,30.5,16,11,11
10085005,1995.779827,31.67,64.169,33,28.5,39,33,28.5,15,11
10085006,1995.782228,31.679,64.251,35,34,36,35,34,20,14
10086001,1995.861035,31.68,64.146,80,63.5,80,82,63.5,44,12
10086002,1995.861338,31.674,64.162,76,50,54.5,72,54.5,48,28
10086003,1995.861396,31.673,64.166,81,62,62,72,62,41,11
10086004,1995.861678,31.633,64.21,77.5,77,76,77.5,76,63,55
10087001,1995.953092,31.668,64.166,105,70,70,107,70,69,13
10087003,1995.954863,31.638,64.118,111,65.5,65.5,106,65.5,65,63
10087004,1995.955099,31.633,64.103,119,70.5,70.5,110,70.5,71,35
10087005,1995.955141,31.63,64.102,125,81.5,81.5,116,81.5,79,21
10087006,1995.955303,31.633,64.102,109,87,88.5,111,88.5,19,11
10087008,1995.955898,31.594,64.17,52,63,52,70,63,52,52
10088001,1996.080401,31.643,64.182,206,210.5,198,211.5,210.5,208,122
10088002,1996.080902,31.658,64.188,227,140.5,140.5,206,140.5,207,11
10088003,1996.081256,31.652,64.193,199,146,146,214,146,23,11
10088005,1996.081788,31.645,64.194,208,77,77,200,77,24,14
10088006,1996.082584,31.671,64.168,23,37.5,17,189.5,37.5,23,17
10089001,1996.115906,31.584,64.164,142,162,162,169.5,162,142,64
10089002,1996.116602,31.666,64.167,24,116.5,22,179.5,116.5,24,22
10089003,1996.122835,31.647,64.165,168,176.5,172,172.5,176.5,38,18
10089004,1996.123282,31.672,64.169,75,177,77,174.5,177,159,77
10089005,1996.124758,31.612,64.118,162,150,162,162,162,146,14
10089006,1996.125086,31.611,64.112,159,160.5,160.5,160.5,160.5,67,65
20089001,1996.159705,31.663,64.167,155,153,158,158,163,147,147
20089002,1996.16042,31.633,64.185,11,24,11,151,24,11,11
20089003,1996.160738,31.634,64.2,130,13.5,13.5,130,13.5,11,11
20089004,1996.160788,31.633,64.2,11,141.5,11,142.5,141.5,11,11
10090001,1996.201041,31.691,64.121,46,47,44,48.5,47,44,34
10090002,1996.201591,31.68,64.084,43,36,36,38.5,36,11,11
10090003,1996.201924,31.674,64.071,53,31.5,31.5,38.5,31.5,19,19
10090004,1996.201971,31.674,64.07,11,27,11,35,27,11,11
10090005,1996.202879,31.696,64.183,40,44.5,42,46,44.5,40,12
20090001,1996.236429,31.668,64.182,58,62,58,64.5,62,54,52
20090002,1996.237061,31.658,64.164,37,37,37,38.5,37,11,11
20090003,1996.237473,31.671,64.191,40,38,38,40.5,38,12,12
20090004,1996.237521,31.674,64.193,36,21.5,21.5,36,21.5,11,11
10091001,1996.267559,31.666,64.17,46,19,19,27.5,19,18,12
10091002,1996.269441,31.658,64.182,50,52,50,53,52,52,26
10091006,1996.279798,31.667,64.164,52,54.5,52,55,54.5,52,52
10091007,1996.279996,31.667,64.165,50,54,28,54.5,54,36,36
20091001,1996.307783,31.658,64.192,17,21.5,15,21.5,21.5,15,15
20091002,1996.308324,31.631,64.212,0,13.5,0,15.5,13.5,12,12
20091003,1996.308685,31.618,64.219,37,13.5,13.5,17.5,13.5,11,11
20091004,1996.308731,31.619,64.222,12,14.5,12,19.5,14.5,12,12
10092001,1996.344382,31.67,64.15,13,11,13,13,13,11,11
10092002,1996.346625,31.64,64.114,9,9,9,10,9.5,11,11
10092006,1996.35222,31.664,64.163,30,27,27,30.5,27,12,12
10092007,1996.352911,31.675,64.164,30,32,30,30.5,30,18,18
10093001,1996.439292,31.673,64.165,21,11.5,11.5,12.5,11.5,11,11
10093002,1996.440411,31.707,64.172,13,10.5,11,13,10.5,11,11
10093003,1996.442521,31.675,64.161,14,12.5,14,14,12.5,12,12
10093004,1996.442867,31.677,64.144,16,16,16,16.5,16,14,12
10093005,1996.442913,31.677,64.142,12.5,11.5,11,12.5,11.5,11,11
10093006,1996.443577,31.659,64.144,11.5,11,12,11.5,11,12,12
20093003,1996.505034,31.641,64.154,29,14,31,15.5,14,13,13
20093004,1996.505474,31.612,64.156,20.5,15.5,12,20.5,15.5,12,12
20093005,1996.506111,31.603,64.164,11.5,10.5,12,11.5,10.5,12,12
20093006,1996.506448,31.607,64.139,12.5,12,13,12.5,12,13,13
20093007,1996.506954,31.667,64.164,28,16,26,15,16,12,12
20093008,1996.507772,31.645,64.161,10.5,10,10,10.5,10,12,12
20093009,1996.50817,31.632,64.147,21,11,11,12.5,11,11,11
20093010,1996.508826,31.616,64.15,10.5,10,10,10.5,10,12,12
20093011,1996.509083,31.614,64.131,24,12,12,13.5,12,12,12
10094001,1996.519258,31.592,64.21,23.5,20.5,27,23.5,20.5,17,17
10094005,1996.520904,31.666,64.169,13,13,12,13,12,13,13
10095001,1996.593337,31.708,64.105,20.5,17,25,20.5,17,11,11
10095003,1996.595919,31.703,64.141,20.5,19,27,20.5,19,13,11
10095004,1996.596427,31.704,64.137,19,16,12,19,16,12,12
10095006,1996.602378,31.669,64.165,28.5,24.5,30,28.5,24.5,22,14
10096001,1996.672804,31.685,64.139,33,22.5,33,33,22.5,11,11
10096002,1996.673215,31.684,64.139,32,25.5,32,32,25.5,12,12
10096003,1996.673721,31.684,64.135,31.5,25,16,31.5,16,11,11
10096004,1996.673775,31.684,64.135,34.5,30,22.5,34.5,22.5,12,12
10096005,1996.679165,31.658,64.166,28.5,12.5,35,28.5,12.5,11,11
10097002,1996.769174,31.667,64.168,37,11.5,11.5,38.5,11.5,11,11
10097003,1996.771288,31.682,64.203,30,22,22,50,24,14,14
10097004,1996.771764,31.685,64.226,53,12.5,12.5,53,12.5,11,11
10097005,1996.771817,31.684,64.227,27,16,13,47.5,16,13,13
50017002,1996.824412,31.667,64.169,47.5,46.5,48,47.5,46.5,48,18
50017008,1996.833659,31.668,64.169,51,51,51,51.5,51,33,33
10098001,1996.845289,31.668,64.167,45,19.5,19.5,45,19.5,17,11
10098002,1996.848002,31.625,64.189,44,15,15,44,15,11,11
10098005,1996.868061,31.666,64.169,66,62.5,62.5,64,62.5,26,12
10099001,1996.946682,31.611,64.191,166,154,154,166.5,154,154,40
10099003,1996.951724,31.661,64.168,179,133,133,178.5,133,135,97
10099004,1996.951777,31.657,64.163,177,126.5,126.5,173.5,126.5,109,101
10100001,1997.034671,31.66,64.149,140,91,91,140.5,91,138,20
10100002,1997.0371,31.696,64.165,140,120.5,120.5,127.5,120.5,66,26
10100003,1997.037763,31.697,64.147,43,121,43,121.5,121,19,19
10100004,1997.037823,31.697,64.148,131.5,130,113,131.5,130,129,17
20100001,1997.075352,31.657,64.212,118,112,114,114,115.5,112,16
20100002,1997.076126,31.633,64.252,124,120.5,117,117,120.5,96,34
20100003,1997.076182,31.634,64.254,126,123,118.5,118.5,123,110,110
10101001,1997.102881,31.616,64.225,33,35.5,35.5,49,35.5,33,11
10101002,1997.103217,31.606,64.233,12,36.5,12,46.5,36.5,12,12
10101004,1997.104054,31.662,64.166,61,34,34,53.5,34,35,11
10101005,1997.111124,31.672,64.167,46,50,50,51.5,50,46,40
20101001,1997.141113,31.668,64.24,20,24.5,24.5,29,24.5,20,12
10102001,1997.171545,31.671,64.175,12,17.5,12,28.5,17.5,12,12
10102002,1997.174085,31.681,64.184,45,24,24,35,24,11,11
10102003,1997.174827,31.684,64.218,14,21,12,34,21,14,12
10102004,1997.174882,31.681,64.224,37,26.5,26.5,35,26.5,11,11
10102005,1997.177013,31.667,64.167,28,24.5,24.5,29.5,24.5,18,16
20102001,1997.212321,31.684,64.193,77,80,79,79,80,73,73
20102002,1997.213206,31.714,64.192,79,62.5,62.5,67,62.5,15,13
20102003,1997.213255,31.714,64.192,70,63,63,64.5,63,16,16
10103001,1997.267342,31.72,64.144,195,51,51,181,51,11,11
10104001,1997.34161,31.666,64.167,23,20,20,23,20,15,15
10104002,1997.34395,31.648,64.111,41,36,36,43.5,36,25,13
10104005,1997.347317,31.665,64.167,0,11,11,11.5,11,12,12
10105002,1997.440247,31.668,64.166,20.5,18.5,0,20.5,18.5,16,12
10105003,1997.442532,31.617,64.172,37.5,36,38,37.5,36,12,12
10105004,1997.443111,31.587,64.189,31.5,25.5,35,31.5,25.5,13,13
10105005,1997.443158,31.587,64.194,31,15,38,31,15,12,12
10105006,1997.446197,31.666,64.163,25,22.5,25,25.5,22.5,19,15
10106001,1997.535776,31.693,64.14,11,10.5,10,11,10.5,12,12
10106002,1997.538427,31.69,64.13,14,12,14,14,12,12,12
10106003,1997.538588,31.706,64.121,12,11,12,12,11,12,12
10106004,1997.538634,31.709,64.118,13,11.5,13,13,11.5,11,11
10106005,1997.541619,31.671,64.149,19,10.5,10.5,11.5,10.5,11,11
10107001,1997.610088,31.667,64.163,21.5,11,27,21.5,11,11,11
10107003,1997.612464,31.707,64.135,18,11,12,18,11,12,12
10107004,1997.613029,31.703,64.106,23,20,29,23,20,19,17
10107005,1997.613076,31.699,64.106,21.5,19,25,21.5,19,15,15
10107006,1997.613537,31.694,64.08,24,17,26,24,17,18,14
10107008,1997.616457,31.666,64.167,24,24,20.5,24.5,20.5,22,18
10107010,1997.617275,31.682,64.162,22.5,19,19,22.5,20.5,21,17
10107012,1997.619079,31.666,64.172,27,17.5,27,27,17.5,19,15
10108001,1997.696197,31.666,64.168,37,35.5,37,37,35.5,37,25
10108002,1997.697369,31.655,64.149,33,28,39,38,28,11,11
10108003,1997.697702,31.647,64.125,46,27,46,46,27,26,12
10108004,1997.697763,31.645,64.124,45,24,47,45.5,24,11,11
10109002,1997.763849,31.638,64.2,31,31,28.5,31,28.5,27,27
10109003,1997.766172,31.666,64.167,26,24,21.5,26,21.5,26,20
10109004,1997.766813,31.655,64.111,36.5,36,36,36.5,36,36,32
10109005,1997.766861,31.659,64.109,37,37,36.5,37,36.5,37,35
10109006,1997.768978,31.664,64.17,27,26,26,27,26,26,22
10110001,1997.864941,31.664,64.165,58,53.5,51,51,53.5,12,12
10110002,1997.865426,31.671,64.161,76,72,65.5,65.5,72,58,12
10110003,1997.865472,31.67,64.163,72,70.5,64,64,70.5,30,12
10110004,1997.86597,31.665,64.167,68,67,67,66,67,42,50
10110005,1997.869408,31.668,64.167,22,26,20,27.5,26,22,20
10111004,1997.946747,31.663,64.199,98,98,97,98.5,97,98,98
10112001,1998.034646,31.703,64.224,43,41.5,41.5,43.5,41.5,23,23
10112002,1998.035293,31.703,64.25,42,36.5,36.5,38,36.5,22,22
10112004,1998.036351,31.667,64.169,75,62.5,62.5,68.5,62.5,57,53
10112005,1998.037983,31.682,64.171,12,29.5,12,29,29.5,12,12
50020002,1998.092218,31.667,64.166,96,96,94,97.5,96,96,86
10113002,1998.117034,31.679,64.161,32,56.5,32,59,56.5,32,32
10113003,1998.117392,31.694,64.17,27,33.5,33,33,33.5,19,19
10113004,1998.117479,31.691,64.168,22,28.5,22,28,28.5,22,22
10113005,1998.118168,31.628,64.158,106,97,97,100,97,80,80
10114002,1998.193442,31.67,64.133,51,87.5,51,99.5,87.5,51,51
10114005,1998.195086,31.666,64.168,109,153.5,109,126,153.5,109,109
10115002,1998.264745,31.696,64.127,81,81,83,83.5,83.5,83,85
10115005,1998.266838,31.666,64.163,94,96.5,94,96.5,96.5,94,92
20115001,1998.291543,31.667,64.164,35,59,53,74.5,59,35,17
50021016,1998.291543,31.667,64.164,35,59,53,74.5,59,35,17
10116001,1998.341501,31.681,64.173,27,28.5,27,31,28.5,25,19
10116002,1998.341981,31.663,64.146,45,46,45,47,46,33,33
10116003,1998.34203,31.665,64.148,43,44,43,45.5,44,39,29
10116004,1998.343276,31.667,64.166,31,32.5,31,34,32.5,33,25
10116008,1998.348891,31.669,64.165,38,12.5,12,41,12.5,14,12
10117001,1998.418101,31.661,64.114,22.5,18.5,22,22.5,18.5,12,12
60869001,1998.418101,31.661,64.114,17,17,17,18,17,15,11
10117002,1998.41868,31.661,64.087,24,12,12,20,12,12,12
10117003,1998.418729,31.66,64.087,14.5,12.5,12,14.5,12.5,12,12
10117004,1998.420023,31.657,64.157,13,10.5,15,13,10.5,11,11
10117005,1998.421172,31.666,64.188,14.5,13,14,14.5,13,12,12
50022013,1998.499876,31.668,64.167,26,13.5,13.5,15,13.5,14,12
10118003,1998.51395,31.651,64.145,14.5,12.5,16,14.5,12.5,12,12
10118004,1998.514022,31.648,64.141,11,10.5,12,11,10.5,12,12
10118005,1998.514553,31.633,64.152,13,12,14,13,12,12,12
10118006,1998.515887,31.669,64.163,14.5,12,16,14.5,12,12,12
10118007,1998.517146,31.66,64.163,11.5,10.5,12,11.5,10.5,12,12
10119001,1998.609437,31.663,64.183,21.5,19.5,26,21.5,19.5,18,16
10119002,1998.609852,31.67,64.21,19.5,18.5,21,19.5,18.5,17,17
10119003,1998.609912,31.673,64.211,23,22,23,23,22,19,15
10119004,1998.610483,31.701,64.236,20.5,15.5,25,20.5,15.5,11,11
10120001,1998.687445,31.646,64.213,35,26,26,32,26,29,13
10121001,1998.807135,31.684,64.112,49,27,49,45.5,36.5,23,23
10121002,1998.807207,31.683,64.109,54,44.5,44.5,48.5,44.5,22,16
10121004,1998.809142,31.666,64.165,54,52,46,54,46,44,32
10122001,1998.878149,31.662,64.166,82,39,39,61,39,38,34
10122002,1998.878796,31.716,64.164,75,21,21,50.5,21,11,11
10122003,1998.878975,31.729,64.152,12,21.5,12,43.5,21.5,12,12
10122004,1998.880717,31.655,64.169,87,32,32,70.5,32,31,27
50024002,1998.896161,31.664,64.169,81,62.5,79,71.5,62.5,63,63
10123001,1998.935613,31.655,64.175,79,81,81,84.5,83,45,49
10123002,1998.93583,31.642,64.185,79,77,79,79,77,35,11
10123003,1998.935892,31.638,64.187,65,65,65,76,73.5,75,11
10123004,1998.936596,31.628,64.205,79,75,67.5,79,67.5,11,11
10123005,1998.937348,31.638,64.187,73,73,72.5,74,72.5,11,11
10124001,1999.0379,31.608,64.102,103,9,12.5,106.5,12.5,11,11
10124003,1999.04102,31.664,64.072,107,32,32,107.5,32,109,27
20124001,1999.072848,31.702,64.151,95,95,95,95,95,95,13
20124002,1999.072922,31.705,64.147,95,95,95,95,95,95,87
20124003,1999.073438,31.735,64.151,26,104,12,101.5,100,52,12
10125001,1999.114907,31.675,64.171,66,70.5,66,71,70.5,66,66
20125002,1999.149365,31.707,64.156,159,151,151,151.5,151,35,27
20125003,1999.150483,31.73,64.158,47,74.5,43,80.5,74.5,47,43
30125001,1999.211533,31.667,64.166,52,137,44,143.5,137,52,44
30125002,1999.2116,31.666,64.169,46,145,26,150,145,46,46
10126001,1999.22344,31.66,64.177,12,11.5,11.5,19,11.5,12,12
10126002,1999.223505,31.664,64.177,11,10.5,9,14,10.5,11,11
10126003,1999.22422,31.66,64.23,16,25,12,50.5,25,16,12
10126004,1999.22558,31.663,64.164,202,20.5,20.5,204,20.5,12,12
10127001,1999.264564,31.602,64.155,106,136,32,147.5,162.5,106,14
10127002,1999.264627,31.598,64.152,102,122,102,142.5,149.5,102,102
10127004,1999.266488,31.663,64.173,167,181,159,182,181,167,159
10128001,1999.338562,31.673,64.209,16,14.5,14,28,14.5,16,12
10128002,1999.338617,31.671,64.213,14,14,14,29,14,14,12
10128003,1999.33938,31.685,64.241,0,10.5,10.5,14,10.5,11,11
10128004,1999.340297,31.682,64.168,9,11,9,13,11,11,11
50026006,1999.378881,31.667,64.167,17,17,17,17,17,19,19
10129001,1999.415306,31.643,64.168,17,15,17,18.5,17,19,11
10129003,1999.415615,31.636,64.19,20,17,16,18.5,17,16,16
10129004,1999.416124,31.618,64.22,16.5,16.5,16.5,16.5,17.5,11,11
10129005,1999.417024,31.667,64.168,22,30,22,22,22,20,18
10130003,1999.511136,31.702,64.129,17.5,17,16.5,17.5,16.5,11,11
10130004,1999.511178,31.704,64.128,19,17,17,19,19,11,11
10130006,1999.51289,31.667,64.166,13,12,13,13,12,13,13
10131002,1999.587881,31.665,64.169,29,27,29,29.5,29,11,11
10131003,1999.587939,31.663,64.17,27.5,27,29,27.5,27,11,11
10131004,1999.588379,31.682,64.135,27.5,27,14,27.5,14,11,11
10132001,1999.7055,31.659,64.214,36,33.5,36,36,33.5,32,30
10132002,1999.705554,31.656,64.223,35,34,35,35,34,33,27
10132004,1999.707437,31.669,64.168,31,29,35,31,29,11,11
50027012,1999.765569,31.663,64.166,44,33.5,44,44,33.5,24,16
10133001,1999.779414,31.647,64.159,46,42.5,46,46.5,42.5,38,28
10133002,1999.77946,31.646,64.159,47,47,42.5,47,42.5,37,37
10133003,1999.779899,31.634,64.153,46,43.5,47,46,43.5,43,11
10133004,1999.780529,31.602,64.157,43,40,44,43,40,42,14
50028017,1999.806221,31.664,64.137,37,37,37,38,37,39,21
10134006,1999.861005,31.658,64.159,65,65,65,67,66,67,67
10135001,1999.938746,31.68,64.203,87,86,88,87,86,86,68
10135002,1999.938784,31.685,64.204,87,87,84.5,87,84.5,83,71
10135003,1999.939136,31.723,64.192,38,78,50,83,86,50,50
10135005,1999.940708,31.672,64.176,39,91,39,92.5,91.5,85,39
10136001,2000.076084,31.667,64.242,151,156,151,158,156,151,151
10136003,2000.078349,31.662,64.175,72,125.5,125.5,125.5,125.5,72,12
10136004,2000.078392,31.664,64.178,49,78.5,47,109.5,78.5,49,47
10136005,2000.079043,31.659,64.148,136,112,112,112,112,84,12
10137001,2000.124876,31.633,64.129,86,90.5,90.5,129,90.5,86,14
10137002,2000.12492,31.63,64.13,14,84.5,12,131,84.5,14,12
10137003,2000.125533,31.617,64.099,64,83.5,83.5,114,83.5,64,24
10137004,2000.125989,31.618,64.116,34,60,14,68.5,60,34,14
10138004,2000.200672,31.642,64.171,37,67.5,37,74,67.5,45,35
20138001,2000.236868,31.64,64.174,25,43,25,38.5,43,25,25
20138002,2000.236914,31.637,64.174,34,42,34,40,42,26,28
20138003,2000.237624,31.595,64.182,22,38.5,22,39.5,38.5,22,22
10139001,2000.273558,31.649,64.171,38,38,38,38.5,38,20,20
10139002,2000.275428,31.621,64.234,45,45,45,45.5,45,43,43
10139003,2000.275481,31.614,64.236,42,42,42,42.5,42,42,16
10140002,2000.354836,31.668,64.091,12,11,11,13,11,12,12
10140003,2000.354886,31.668,64.087,11,11,11,12.5,11,11,11
10140005,2000.356634,31.643,64.171,16,13,13,16,13,12,12
10141002,2000.428826,31.638,64.089,19,15.5,15.5,17.5,15.5,11,11
10141003,2000.42886,31.636,64.086,24,19,19,23,19,16,14
10142002,2000.524696,31.607,64.182,25,24,25,26,24,19,19
10142003,2000.524736,31.603,64.182,26,23.5,26,26,23.5,22,22
10142005,2000.526608,31.624,64.212,23,22.5,23,23,22.5,23,19
10143002,2000.601545,31.656,64.198,28,12,12,16,12,12,12
10143003,2000.601589,31.654,64.196,27,10,10,13,10,11,11
